CheckingAccount,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,YearsEmployed,InstallmentRate,PersonalStatus,OtherDebtors,ResidentSince,Property,Age,OtherPlans,Housing,NumCreditsAtBank,Job,Dependents,Telephone,Foreign,Approve
<200,24.0,ok_til_now,furniture,3069.0,<500,>=7,4.0,male_single,none,4.0,unknown,30.0,none,free,1.0,skilled,1.0,no,yes,good
none,6.0,critical,television,1740.0,<100,>=7,2.0,male_married,none,2.0,real_estate,30.0,none,rent,2.0,skilled,1.0,no,yes,good
<200,21.0,past_delays,car_new,2353.0,<100,<4,1.0,male_divorced,none,4.0,savings,47.0,none,own,2.0,skilled,1.0,no,yes,good
none,15.0,ok_til_now,car_new,3556.0,unknown,<4,3.0,male_single,none,2.0,unknown,29.0,none,own,1.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,television,2397.0,<1000,>=7,3.0,male_single,none,2.0,car,35.0,bank,own,2.0,skilled,1.0,yes,yes,bad
<200,6.0,ok_til_now,repairs,454.0,<100,<1,3.0,male_married,none,1.0,savings,22.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,30.0,ok_til_now,television,1715.0,unknown,<4,4.0,female,none,1.0,car,26.0,none,own,1.0,skilled,1.0,no,yes,good
<200,27.0,critical,television,2520.0,<1000,<4,4.0,male_single,none,2.0,savings,23.0,none,own,2.0,unskilled,1.0,no,yes,bad
none,15.0,ok_til_now,television,3568.0,<100,>=7,4.0,female,none,2.0,car,54.0,bank,rent,1.0,management,1.0,yes,yes,good
none,42.0,ok_til_now,television,7166.0,unknown,<7,2.0,male_married,none,4.0,savings,29.0,none,rent,1.0,skilled,1.0,yes,yes,good
<0,11.0,critical,car_new,3939.0,<100,<4,1.0,male_single,none,2.0,real_estate,40.0,none,own,2.0,unskilled,2.0,no,yes,good
<200,15.0,ok_til_now,repairs,1514.0,<500,<4,4.0,male_single,guarantor,2.0,real_estate,22.0,none,own,1.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,car_new,7393.0,<100,<4,1.0,male_single,none,4.0,savings,43.0,none,own,1.0,unskilled,2.0,no,yes,good
<0,24.0,ok_at_this_bank,car_new,1193.0,<100,unemployed,1.0,female,co,4.0,unknown,29.0,none,rent,2.0,unemployed,1.0,no,yes,bad
<0,60.0,ok_til_now,business,7297.0,<100,>=7,4.0,male_single,co,4.0,unknown,36.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,30.0,critical,television,2831.0,<100,<4,4.0,female,none,2.0,car,33.0,none,own,1.0,skilled,1.0,yes,yes,good
>=200,24.0,ok_til_now,television,1258.0,<1000,<4,3.0,female,none,3.0,car,57.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,6.0,ok_til_now,television,753.0,<100,<4,2.0,female,guarantor,3.0,real_estate,64.0,none,own,1.0,skilled,1.0,no,yes,good
<200,18.0,past_delays,business,2427.0,unknown,>=7,4.0,male_single,none,2.0,savings,42.0,none,own,2.0,skilled,1.0,no,yes,good
none,24.0,past_delays,car_new,2538.0,<100,>=7,4.0,male_single,none,4.0,car,47.0,none,own,2.0,unskilled,2.0,no,yes,bad
<200,15.0,ok_at_this_bank,car_new,1264.0,<500,<4,2.0,male_married,none,2.0,savings,25.0,none,rent,1.0,skilled,1.0,no,yes,bad
<200,30.0,critical,furniture,8386.0,<100,<7,2.0,male_single,none,2.0,savings,49.0,none,own,1.0,skilled,1.0,no,yes,bad
none,48.0,ok_til_now,business,4844.0,<100,unemployed,3.0,male_single,none,2.0,car,33.0,bank,rent,1.0,management,1.0,yes,yes,bad
>=200,21.0,ok_til_now,car_new,2923.0,<500,<4,1.0,female,none,1.0,car,28.0,bank,own,1.0,management,1.0,yes,yes,good
<0,36.0,ok_til_now,car_used,8229.0,<100,<4,2.0,male_single,none,2.0,savings,26.0,none,own,1.0,skilled,2.0,no,yes,bad
none,24.0,critical,furniture,2028.0,<100,<7,2.0,male_single,none,2.0,savings,30.0,none,own,2.0,unskilled,1.0,no,yes,good
<0,15.0,critical,furniture,1433.0,<100,<4,4.0,female,none,3.0,savings,25.0,none,rent,2.0,skilled,1.0,no,yes,good
>=200,42.0,ok,business,6289.0,<100,<1,2.0,male_divorced,none,1.0,savings,33.0,none,own,2.0,skilled,1.0,no,yes,good
none,13.0,ok_til_now,television,1409.0,<500,unemployed,2.0,female,none,4.0,real_estate,64.0,none,own,1.0,skilled,1.0,no,yes,good
<0,24.0,ok_til_now,car_used,6579.0,<100,unemployed,4.0,male_single,none,2.0,unknown,29.0,none,free,1.0,management,1.0,yes,yes,good
<200,24.0,critical,television,1743.0,<100,>=7,4.0,male_single,none,2.0,savings,48.0,none,own,2.0,unskilled,1.0,no,yes,good
none,12.0,critical,education,3565.0,unknown,<1,2.0,male_single,none,1.0,savings,37.0,none,own,2.0,unskilled,2.0,no,yes,good
none,15.0,ok_at_this_bank,television,1569.0,<500,>=7,4.0,male_single,none,4.0,car,34.0,bank,own,1.0,unskilled,2.0,no,yes,good
<0,18.0,ok_til_now,television,1936.0,unknown,<7,2.0,male_married,none,4.0,car,23.0,none,rent,2.0,unskilled,1.0,no,yes,good
<0,36.0,ok_til_now,furniture,3959.0,<100,unemployed,4.0,male_single,none,3.0,savings,30.0,none,own,1.0,management,1.0,yes,yes,good
none,12.0,ok_til_now,car_new,2390.0,unknown,>=7,4.0,male_single,none,3.0,car,50.0,none,own,1.0,skilled,1.0,yes,yes,good
none,12.0,ok_til_now,furniture,1736.0,<100,<7,3.0,female,none,4.0,real_estate,31.0,none,own,1.0,unskilled,1.0,no,yes,good
<0,30.0,ok_til_now,car_used,3857.0,<100,<4,4.0,male_divorced,none,4.0,savings,40.0,none,own,1.0,management,1.0,yes,yes,good
none,12.0,ok_til_now,television,804.0,<100,>=7,4.0,male_single,none,4.0,car,38.0,none,own,1.0,skilled,1.0,no,yes,good
<0,45.0,ok_til_now,television,1845.0,<100,<4,4.0,male_single,none,4.0,unknown,23.0,none,free,1.0,skilled,1.0,yes,yes,bad
<200,45.0,critical,car_used,4576.0,<500,unemployed,3.0,male_single,none,4.0,car,27.0,none,own,1.0,skilled,1.0,no,yes,good
